budget,genres,homepage,original_language,original_title,overview,popularity,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
17000000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 10402; ""name"": ""Music""}; {""id"": 10749; ""name"": ""Romance""}]",http://www.pitchperfectmovie.com/,en,Pitch Perfect,College student Beca knows she does not want to be part of a clique; but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals; nice gals and just plain weird gals; Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.,32.746486,"September 28, 2012",115350426,112,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Get pitch slapped.,Pitch Perfect,7.3,2247
39000000,"[{""id"": 16; ""name"": ""Animation""}; {""id"": 35; ""name"": ""Comedy""}; {""id"": 10751; ""name"": ""Family""}]",http://movies.disney.com/frankenweenie-2012,en,Frankenweenie,"When a car hits young Victor's pet dog Sparky; Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors; he has to convince them that Sparky's still the good; loyal friend he was.",27.908783,"October 4, 2012",35287788,87,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,The electrifying dog is back from beyond the grave,Frankenweenie,6.6,932
20000000,"[{""id"": 53; ""name"": ""Thriller""}; {""id"": 27; ""name"": ""Horror""}; {""id"": 9648; ""name"": ""Mystery""}]",,en,Silent Hill: Revelation 3D,Heather Mason and her father have been on the run; always one step ahead of dangerous forces that she doesn't fully understand; Now on the eve of her 18th birthday; plagued by horrific nightmares and the disappearance of her father; Heather discovers she's not who she thinks she is. The revelation leads her deeper into a demonic world that threatens to trap her forever.,23.292761,"October 10, 2012",52302796,94,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,This Halloween prepare for a 3D ride through hell.,Silent Hill: Revelation 3D,5,432
44500000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 53; ""name"": ""Thriller""}]",http://argothemovie.warnerbros.com/,en,Argo,As the Iranian revolution reaches a boiling point; a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.,62.01056,"October 11, 2012",232324128,120,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""fa""; ""name"": ""\u0641\u0627\u0631\u0633\u06cc""}]",Released,The movie was fake. The mission was real.,Argo,7.1,3423
5000000,"[{""id"": 27; ""name"": ""Horror""}]",,en,Paranormal Activity 4,It has been five years since the disappearance of Katie and Hunter; and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.,20.326337,"October 17, 2012",142817992,95,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,It's closer than you think,Paranormal Activity 4,5.2,563
45000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 53; ""name"": ""Thriller""}; {""id"": 80; ""name"": ""Crime""}; {""id"": 9648; ""name"": ""Mystery""}]",,en,Alex Cross,After Washington DC detective Alex Cross is told that a family member has been murdered; he vows to track down the killer. He soon discovers that she was not his first victim and that things are not what they seem.,14.513243,"October 18, 2012",30353232,101,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""de""; ""name"": ""Deutsch""}]",Released,Don't Ever Cross Alex Cross,Alex Cross,5.1,300
200000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 12; ""name"": ""Adventure""}; {""id"": 53; ""name"": ""Thriller""}]",http://www.skyfall-movie.com,en,Skyfall,When Bond's latest assignment goes gravely wrong and agents around the world are exposed; MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory; the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out; M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent; Eve - following a trail to the mysterious Silva; whose lethal and hidden motives have yet to reveal themselves.,93.004993,"October 25, 2012",1108561013,143,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Think on your sins.,Skyfall,6.9,7604
102000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 878; ""name"": ""Science Fiction""}]",http://cloudatlas.warnerbros.com/,en,Cloud Atlas,A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past; the present and the future. Action; mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.,73.872343,"October 26, 2012",130482868,172,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Everything is Connected,Cloud Atlas,6.6,2977
165000000,"[{""id"": 10751; ""name"": ""Family""}; {""id"": 16; ""name"": ""Animation""}; {""id"": 35; ""name"": ""Comedy""}; {""id"": 12; ""name"": ""Adventure""}]",http://disney.go.com/wreck-it-ralph,en,Wreck-It Ralph,Wreck-It Ralph is the 9-foot-tall; 643-pound villain of an arcade video game named Fix-It Felix Jr.; in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain; Ralph escapes his game and lands in Hero's Duty; a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush; a kart racing game set on tracks made of candies; cookies and other sweets. There; Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade; and one that Ralph may have inadvertently started.,62.341073,"November 1, 2012",471222889,108,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,The story of a regular guy just looking for a little wreck-ognition.,Wreck-It Ralph,7.1,4570
31000000,"[{""id"": 18; ""name"": ""Drama""}]",http://www.paramount.com/flight,en,Flight,Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol; though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core; Whip vows to get sober -- but when the crash investigation exposes his addiction; he finds himself in an even worse situation.,42.213765,"November 2, 2012",161772375,138,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,,Flight,6.5,2415
15000000,"[{""id"": 28; ""name"": ""Action""}]",,en,The Man with the Iron Fists,In feudal China; a blacksmith who makes weapons for a small village is put in the position where he must defend himself and his fellow villagers.,17.672021,"November 2, 2012",15608545,96,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,You can't spell Kung Fu without F and U!,The Man with the Iron Fists,5.2,358
12000000,"[{""id"": 80; ""name"": ""Crime""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 53; ""name"": ""Thriller""}]",http://www.magpictures.com/deadfall/,en,Deadfall,A thriller that follows two siblings who decide to fend for themselves in the wake of a botched casino heist; and their unlikely reunion during another family's Thanksgiving celebration.,10.19041,"November 8, 2012",66351,95,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Twisty thriller... a wild ride.,Deadfall,5.6,224
65000000,"[{""id"": 36; ""name"": ""History""}; {""id"": 18; ""name"": ""Drama""}]",,en,Lincoln,A revealing drama that focuses on the 16th President's tumultuous final months in office. In a nation divided by war and the strong winds of change; Lincoln pursues a course of action designed to end the war; unite the country and abolish slavery. With the moral courage and fierce determination to succeed; his choices during this critical moment will change the fate of generations to come.,36.307296,"November 9, 2012",275293450,149,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,With the moral courage and fierce determination to succeed; his choices will change the fate of generations to come.,Lincoln,6.7,1429
120000000,"[{""id"": 12; ""name"": ""Adventure""}; {""id"": 14; ""name"": ""Fantasy""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 10749; ""name"": ""Romance""}]",,en,The Twilight Saga: Breaking Dawn - Part 2,After the birth of Renesmee; the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.,99.687084,"November 13, 2012",829000000,115,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,The epic finale that will live forever,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553
120000000,"[{""id"": 12; ""name"": ""Adventure""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 28; ""name"": ""Action""}]",http://www.lifeofpimovie.com/,en,Life of Pi,The story of an Indian boy named Pi; a zookeeper's son who finds himself in the company of a hyena; zebra; orangutan; and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.,51.328145,"November 20, 2012",609016565,127,"[{""iso_639_1"": ""zh""; ""name"": ""\u666e\u901a\u8bdd""}; {""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}; {""iso_639_1"": ""hi""; ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}; {""iso_639_1"": ""ja""; ""name"": ""\u65e5\u672c\u8a9e""}; {""iso_639_1"": ""ta""; ""name"": ""\u0ba4\u0bae\u0bbf\u0bb4\u0bcd""}]",Released,Believe The Unbelievable,Life of Pi,7.2,5797
145000000,"[{""id"": 14; ""name"": ""Fantasy""}; {""id"": 16; ""name"": ""Animation""}; {""id"": 10751; ""name"": ""Family""}]",http://www.riseoftheguardians.com/,en,Rise of the Guardians,When an evil spirit known as Pitch lays down the gauntlet to take over the world; the immortal Guardians must join forces for the first time to protect the hopes; beliefs and imagination of children all over the world.,61.788035,"November 21, 2012",306941670,97,"[{""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}; {""iso_639_1"": ""en""; ""name"": ""English""}]",Released,You better believe.,Rise of the Guardians,7.1,1922
250000000,"[{""id"": 12; ""name"": ""Adventure""}; {""id"": 14; ""name"": ""Fantasy""}; {""id"": 28; ""name"": ""Action""}]",http://www.thehobbit.com/,en,The Hobbit: An Unexpected Journey,Bilbo Baggins; a hobbit enjoying his quiet life; is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug; the dragon.,108.849621,"November 26, 2012",1021103568,169,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,From the smallest beginnings come the greatest legends.,The Hobbit: An Unexpected Journey,7,8297
35000000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 10749; ""name"": ""Romance""}]",,en,Playing for Keeps,A former sports star who's fallen on hard times starts coaching his son's soccer team in an attempt to get his life together.,17.932561,"November 29, 2012",0,106,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,,Playing for Keeps,5.4,240
61000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 10402; ""name"": ""Music""}; {""id"": 10749; ""name"": ""Romance""}]",http://www.lesmiserablesfilm.com,en,Les Misérables,An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France; in which a paroled prisoner named Jean Valjean seeks redemption.,48.356214,"December 18, 2012",441809770,157,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Fight. Dream. Hope. Love.,Les Misérables,7.1,1884
40000000,"[{""id"": 53; ""name"": ""Thriller""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 36; ""name"": ""History""}]",http://www.zerodarkthirty-movie.com/site/,en,Zero Dark Thirty,A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks; and his death at the hands of the Navy S.E.A.L. Team 6 in May; 2011.,38.306954,"December 19, 2012",132820716,157,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""ar""; ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}]",Released,The Greatest Manhunt in History,Zero Dark Thirty,6.7,1702
40000000,"[{""id"": 35; ""name"": ""Comedy""}]",,en,The Guilt Trip,An inventor and his mom hit the road together so he can sell his latest invention.,15.283444,"December 19, 2012",41863726,95,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Get ready for one mother of a road trip,The Guilt Trip,5.4,284
60000000,"[{""id"": 80; ""name"": ""Crime""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 53; ""name"": ""Thriller""}]",http://www.jackreachermovie.com/,en,Jack Reacher,"In an innocent heartland city; five are shot dead by an expert sniper. The police quickly identify and arrest the culprit; and build a slam-dunk case. But the accused man claims he's innocent and says ""Get Jack Reacher."" Reacher himself sees the news report and turns up in the city. The defense is immensely relieved; but Reacher has come to bury the guy. Shocked at the accused's request; Reacher sets out to confirm for himself the absolute certainty of the man's guilt; but comes up with more than he bargained for.",56.868399,"December 20, 2012",218340595,130,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,The Law Has Limits. He Does Not.,Jack Reacher,6.3,2998
