budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
3000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",,132344,"[{""id"": 612, ""name"": ""hotel""}, {""id"": 822, ""name"": ""airport""}, {""id"": 922, ""name"": ""hotel room""}, {""id"": 1200, ""name"": ""greece""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 8011, ""name"": ""greek""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10818, ""name"": ""author""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 14714, ""name"": ""summer vacation""}, {""id"": 15016, ""name"": ""twins""}]",en,Before Midnight,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,23.299907,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Detour Filmproduction"", ""id"": 11510}, {""name"": ""Faliro House Productions"", ""id"": 19246}, {""name"": ""Venture Forth"", ""id"": 20313}]","[{""iso_3166_1"": ""GR"", ""name"": ""Greece""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/5/2013,11176469,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Everything's better with maturity.,Before Midnight,7.4,568
10000000,"[{""id"": 18, ""name"": ""Drama""}]",,103731,"[{""id"": 1261, ""name"": ""river""}, {""id"": 1585, ""name"": ""snake""}, {""id"": 5521, ""name"": ""arkansas""}, {""id"": 10718, ""name"": ""fugitive""}, {""id"": 158244, ""name"": ""river boat""}]",en,Mud,Two teenage boys encounter a fugitive and make a pact to help him escape from an island in the Mississippi.,17.663353,"[{""name"": ""FilmNation Entertainment"", ""id"": 7493}, {""name"": ""Everest Entertainment"", ""id"": 10892}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/1/2013,21587700,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Mud,7,1068
190000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",,54138,"[{""id"": 1612, ""name"": ""spacecraft""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9685, ""name"": ""futuristic""}, {""id"": 9882, ""name"": ""space""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 161176, ""name"": ""space opera""}, {""id"": 179569, ""name"": ""terrorist bombing""}, {""id"": 209714, ""name"": ""3d""}]",en,Star Trek Into Darkness,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis. With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",78.291018,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Skydance Productions"", ""id"": 6277}, {""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""Kurtzman/Orci"", ""id"": 12536}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/5/2013,467365246,132,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Earth Will Fall,Star Trek Into Darkness,7.4,4418
105000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,64682,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 3929, ""name"": ""hope""}, {""id"": 209714, ""name"": ""3d""}]",en,The Great Gatsby,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",61.196071,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Bazmark Films"", ""id"": 240}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""A&E Television Networks"", ""id"": 11858}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Spectrum Films"", ""id"": 14604}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",5/10/2013,351040419,143,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.,The Great Gatsby,7.3,3769
12400000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://www.indigofilm.it/produzioni/film/61/la-grande-bellezza/,179144,"[{""id"": 567, ""name"": ""alcohol""}, {""id"": 588, ""name"": ""rome""}, {""id"": 716, ""name"": ""vatican""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1421, ""name"": ""birthday""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2679, ""name"": ""artist""}, {""id"": 3258, ""name"": ""beauty""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9673, ""name"": ""love""}, {""id"": 14765, ""name"": ""church""}, {""id"": 14893, ""name"": ""art""}, {""id"": 14964, ""name"": ""drug""}]",it,La grande bellezza,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",32.523573,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Indigo Film"", ""id"": 1533}, {""name"": ""Mediaset"", ""id"": 1677}, {""name"": ""Babe Films"", ""id"": 3366}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Medusa Film"", ""id"": 6246}, {""name"": ""Path\u00e9"", ""id"": 7981}, {""name"": ""Fonds Eurimages du Conseil de l'Europe"", ""id"": 11011}, {""name"": ""Programme MEDIA de la Communaut\u00e9 Europ\u00e9enne"", ""id"": 11248}, {""name"": ""France T\u00e9l\u00e9visions"", ""id"": 11795}, {""name"": ""Regione Lazio"", ""id"": 20416}, {""name"": ""Banca Popolare di Vicenza"", ""id"": 20418}, {""name"": ""Lazio Film Commission"", ""id"": 20419}, {""name"": ""Biscottificio Verona"", ""id"": 20420}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",5/21/2013,8371085,142,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,,The Great Beauty,7.3,720
75000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",,75656,"[{""id"": 90, ""name"": ""paris""}, {""id"": 974, ""name"": ""bank""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 1953, ""name"": ""vault""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2411, ""name"": ""new orleans""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 10594, ""name"": ""money""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14570, ""name"": ""las vegas""}, {""id"": 14601, ""name"": ""explosion""}]",en,Now You See Me,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,71.124686,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""K/O Paper Products"", ""id"": 7296}, {""name"": ""SOIXAN7E QUIN5E"", ""id"": 23271}, {""name"": ""See Me Louisiana"", ""id"": 23272}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",5/29/2013,117698894,115,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.,Now You See Me,7.3,5487
7700000,"[{""id"": 10749, ""name"": ""Romance""}]",http://www.facebook.com/YehJawaaniHaiDeewani,185008,[],hi,Yeh Jawaani Hai Deewani,"Yeh Jawaani Hai Deewani features two polar opposite characters, who at one point were classmates in Modern School. The first is Naina Talwar (Deepika Padukone), a studious bespectacled young girl. The second is Bunny (Ranbir Kapoor), a carefree young travel-show host, intent on breaking out of the pattern of getting an education, a career, a wife, children, retirement, and eventually death.",3.353176,"[{""name"": ""Dharma Productions"", ""id"": 19146}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",5/31/2013,46000000,159,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]",Released,,Yeh Jawaani Hai Deewani,7.2,79
4600000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,147773,"[{""id"": 367, ""name"": ""shyness""}, {""id"": 966, ""name"": ""beach""}, {""id"": 3797, ""name"": ""bicycle""}, {""id"": 4433, ""name"": ""conversation""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6669, ""name"": ""step father""}, {""id"": 6876, ""name"": ""vacation""}, {""id"": 8438, ""name"": ""job""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 13088, ""name"": ""summer""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 14913, ""name"": ""water park""}, {""id"": 168135, ""name"": ""awkwardness""}]",en,The Way Way Back,"Over the course of his summer break, a teenager comes into his own thanks in part to the friendship he strikes up with one of the park's managers.",32.14444,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Odd Lot Entertainment"", ""id"": 3263}, {""name"": ""Sycamore Pictures"", ""id"": 14319}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/6/2013,23198652,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,We've all been there.,The Way Way Back,7.1,688
200000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",,62211,"[{""id"": 1299, ""name"": ""monster""}, {""id"": 5984, ""name"": ""dormitory""}, {""id"": 6186, ""name"": ""games""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 13160, ""name"": ""university""}, {""id"": 163303, ""name"": ""scary""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,Monsters University,A look at the relationship between Mike and Sulley during their days at Monsters University  when they weren't necessarily the best of friends.,89.186492,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/20/2013,743559607,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,School never looked this scary.,Monsters University,7,3528
76000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://www.despicableme.com/,93456,"[{""id"": 4289, ""name"": ""secret agent""}, {""id"": 7397, ""name"": ""bakery""}, {""id"": 13072, ""name"": ""falling in love""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 184783, ""name"": ""first date""}, {""id"": 190999, ""name"": ""minions""}, {""id"": 209714, ""name"": ""3d""}]",en,Despicable Me 2,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,136.886704,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Illumination Entertainment"", ""id"": 6704}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/25/2013,970761885,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Back 2 Work,Despicable Me 2,7,4637
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]",http://kevinhartnation.com/portfolio/let-me-explain-2012/,181330,"[{""id"": 9716, ""name"": ""stand-up comedy""}, {""id"": 168346, ""name"": ""manhattan, new york city""}, {""id"": 173918, ""name"": ""madison square garden""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Kevin Hart: Let Me Explain,"Captures the laughter, energy and mayhem from Hart's 2012 ""Let Me Explain"" concert tour, which spanned 10 countries and 80 cities, and generated over $32 million in ticket sales.",9.799357,"[{""name"": ""Hartbeat Productions"", ""id"": 40268}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/3/2013,32230907,74,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Witness the rise of a legend,Kevin Hart: Let Me Explain,7.1,95
13000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",http://theconjuring.warnerbros.com,138843,"[{""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 2626, ""name"": ""exorcism""}, {""id"": 5713, ""name"": ""rhode island""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 13127, ""name"": ""farmhouse""}, {""id"": 15043, ""name"": ""paranormal investigation""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 188989, ""name"": ""supernatural power""}, {""id"": 228897, ""name"": ""paranormal investigator""}, {""id"": 228936, ""name"": ""annabelle""}]",en,The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",49.975409,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Safran Company"", ""id"": 11565}, {""name"": ""Evergreen Media Group"", ""id"": 31375}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/18/2013,318000141,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Based on the true case files of the Warrens,The Conjuring,7.4,3092
5500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,211954,"[{""id"": 1338, ""name"": ""bachelor""}, {""id"": 155480, ""name"": ""vespa""}]",es,No se Aceptan Devoluciones,"Valentin is Acapulco's resident playboy, until a former fling leaves a baby on his doorstep and him heading with her out of Mexico.",9.59729,"[{""name"": ""Filmax"", ""id"": 3631}, {""name"": ""Signature Entertainment"", ""id"": 23770}, {""name"": ""Pinema"", ""id"": 47231}, {""name"": ""Pantelion Films"", ""id"": 58399}]","[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}]",7/20/2013,99067206,115,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Life doesn't care if you're ready.,Instructions Not Included,7.5,205
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,160588,"[{""id"": 582, ""name"": ""san francisco""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 34143, ""name"": ""rich""}, {""id"": 157291, ""name"": ""narcissism""}, {""id"": 197222, ""name"": ""xanax""}]",en,Blue Jasmine,"Jasmine French used to be on the top of the heap as a New York socialite, but now is returning to her estranged sister in San Francisco utterly ruined. As Jasmine struggles with her haunting memories of a privileged past bearing dark realities she ignored, she tries to recover in her present. Unfortunately, it all proves a losing battle as Jasmine's narcissistic hangups and their consequences begin to overwhelm her. In doing so, her old pretensions and new deceits begin to foul up everyone's lives, especially her own.",34.694216,"[{""name"": ""Perdido Productions"", ""id"": 12966}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/25/2013,99206215,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Blue Moon. I used to know the words. Now they're all a jumble.,Blue Jasmine,7,1098
0,"[{""id"": 18, ""name"": ""Drama""}]",http://www.fruitvalefilm.com/,157354,"[{""id"": 796, ""name"": ""police brutality""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 12425, ""name"": ""racism""}, {""id"": 15061, ""name"": ""docudrama""}, {""id"": 197702, ""name"": ""day in a life""}]",en,Fruitvale Station,"The true story of Oscar, a 22-year-old Bay Area resident, who crosses paths with friends, enemies, family, and strangers on the last day of 2008.",20.967146,"[{""name"": ""Forest Whitaker's Significant Productions"", ""id"": 14638}, {""name"": ""OG Project"", ""id"": 14639}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/25/2013,17385830,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every step brings you closer to the edge,Fruitvale Station,7.3,390
25000000,"[{""id"": 18, ""name"": ""Drama""}]",,132363,"[{""id"": 833, ""name"": ""white house""}, {""id"": 1307, ""name"": ""butler""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 163116, ""name"": ""civil rights""}]",en,The Butler,"A look at the life of Cecil Gaines who served eight presidents as the White House's head butler from 1952 to 1986, and had a unique front-row seat as political and racial history was made.",32.105328,"[{""name"": ""Laura Ziskin Productions"", ""id"": 326}, {""name"": ""Lee Daniels Entertainment"", ""id"": 695}, {""name"": ""Follow Through Productions"", ""id"": 18919}, {""name"": ""Salamander Pictures"", ""id"": 18920}, {""name"": ""Pam Williams Productions"", ""id"": 18921}, {""name"": ""Windy Hill Pictures"", ""id"": 18922}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/16/2013,115922175,132,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One quiet voice can ignite a revolution.,The Butler,7.2,1101
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",,122906,"[{""id"": 212, ""name"": ""london england""}, {""id"": 494, ""name"": ""father son relationship""}, {""id"": 4379, ""name"": ""time travel""}]",en,About Time,"The night after another unsatisfactory New Year party, Tim's father tells his son that the men in his family have always had the ability to travel through time. Tim can't change history, but he can change what happens and has happened in his own life  so he decides to make his world a better place... by getting a girlfriend. Sadly, that turns out not to be as easy as he thinks.",74.817641,"[{""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Translux"", ""id"": 14384}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",8/16/2013,87100449,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What if every moment in life came with a second chance?,About Time,7.8,2067
